Strasse;Hausnr1;Hausnr2;Art;Wohnlage;Wohnlagenkennwert;Stadtteil
Max-Brauer-Allee;174;-174;G;normal;-11,342;Altona-Altstadt
Max-Brauer-Allee;184a;-186;G;normal;-7,374;Altona-Altstadt
Max-Brauer-Allee;188;-198;G;normal;-8,195;Altona-Altstadt
Max-Brauer-Allee;220;-220;G;normal;-7,679;Altona-Altstadt
Max-Brauer-Allee;225;-251;U;normal;-8,006;Altona-Altstadt
Max-Brauer-Allee;253;-273;U;normal;-7,645;Altona-Altstadt
Max-Eichholz-Ring;1;-   045i;U;normal;-5,428;Lohbruegge
Max-Eichholz-Ring;2;-44;G;normal;-8,254;Lohbruegge
Max-Eyth-Strasse;3;-3;U;normal;-20,063;Wilhelmsburg
Max-Halbe-Strasse;1;-39;U;normal;-4,348;Wilstorf
Max-Halbe-Strasse;4;-6;G;normal;-5,077;Wilstorf
Max-Halbe-Strasse;12;-12;G;normal;-4,373;Wilstorf
Max-Halbe-Strasse;14;-38;G;normal;-4,029;Wilstorf
Max-Herz-Ring;1;-281;S;normal;-2,259;Farmsen-Berne
Max-Herz-Ring;2;-60;G;normal;-1,99;Farmsen-Berne
Max-Klinger-Strasse;1;-23;U;normal;-18,848;Billstedt
Max-Klinger-Strasse;2;-26;G;normal;-18,316;Billstedt
Max-Pechstein-Strasse;1;-45;U;normal;-16,437;Billstedt
Max-Pechstein-Strasse;2;-34;G;normal;-16,388;Billstedt
Maxstrasse;1;-15;U;normal;-6,191;Eilbek
Maxstrasse;4;-16;G;normal;-6,122;Eilbek
Maxstrasse;23;-31;U;normal;-6,065;Eilbek
Maxstrasse;24;-38;G;normal;-6,031;Eilbek
Maxstrasse;33;-37;U;normal;-5,217;Eilbek
Maxstrasse;39;-45;U;normal;-5,414;Eilbek
Maxstrasse;40;-42;G;normal;-5,089;Eilbek
Max-Tau-Strasse;1;-27;U;normal;-1,165;Lokstedt
Max-Tau-Strasse;002a;-50;G;normal;-1,203;Lokstedt
Max-Tau-Strasse;29;-   035b;U;normal;-0,925;Lokstedt
Max-Zelck-Strasse;2;-20;G;gut;-0,422;Niendorf
Max-Zelck-Strasse;003a;-19;U;normal;-0,769;Niendorf
Max-Zelck-Strasse;27;-31;U;normal;-1,37;Niendorf
Max-Zelck-Strasse;28;-28;G;normal;-0,949;Niendorf
Maybachstrasse;2;-32;G;normal;-8,497;Bramfeld
Maybachstrasse;13;-41;U;normal;-8,626;Bramfeld
Mechelnbusch;1;-11;S;normal;-4,134;Rissen
Mechelnbusch;12;-28;G;normal;-4,069;Rissen
Mechelnbusch;13;-29;U;normal;-4,092;Rissen
Mechthildweg;1;-13;S;normal;-3,585;Niendorf
Meckelburgsweg;1;-3;U;normal;-22,013;Veddel
Meckelfelder Stieg;1;-16;S;normal;-4,504;Sinstorf
Meckelfelder Weg;1;-19;U;normal;-3,996;Sinstorf
Meckelfelder Weg;4;-50;G;normal;-4,51;Sinstorf
Meckelfelder Weg;10;-22;G;normal;-4,352;Sinstorf
Meckelfelder Weg;52;-64;G;normal;-5,236;Sinstorf
Meckelfelder Weg;55;-73;U;normal;-5,509;Sinstorf
Meckelfelder Weg;66;-72;G;normal;-5,679;Sinstorf
Mecklenburger Strasse;1;-1;U;normal;-3,884;Rahlstedt
Meddenwarf;1;-3;U;normal;-3,283;Schnelsen
Meddenwarf;2;-16;G;normal;-3,145;Schnelsen
Meddenwarf;007a;-13;U;normal;-3,22;Schnelsen
Meenkwiese;1;-1;U;gut;2,032;Eppendorf
Meenkwiese;39;-39;U;gut;0,659;Eppendorf
Meerweinstrasse;1;-3;U;normal;-5,484;Winterhude
Meerweinstrasse;2;-16;G;normal;-5,462;Winterhude
Meerweinstrasse;5;-7;U;normal;-5,409;Winterhude
Meerweinstrasse;9;-13;U;normal;-3,777;Winterhude
Meerweinstrasse;17;-21;U;normal;-3,893;Winterhude
Mehlandsredder;001a;-   033b;U;normal;-9,366;Rahlstedt
Mehlandsredder;2;-51;S;normal;-8,979;Rahlstedt
Mehlandsredder;004a;-56;G;normal;-9,499;Rahlstedt
Mehlandsredder;035a;-   043h;U;normal;-9,667;Rahlstedt
Mehlbeerweg;2;-10;G;gut;5,243;Wellingsbuettel
Mehlbeerweg;3;-13;U;gut;5,121;Wellingsbuettel
Mehrenskamp;5;-   025g;U;normal;-13,01;Billstedt
Mehrenskamp;008a;-   028e;G;normal;-12,972;Billstedt
Mehringweg;1;-19;U;normal;-7,36;Eissendorf
Mehringweg;2;-22;G;normal;-7,598;Eissendorf
Mehringweg;21;-29;U;normal;-7,598;Eissendorf
Mehringweg;26;-26;G;normal;-7,834;Eissendorf
Meiendorfer Muehlenweg;001a;-15;U;gut;1,665;Farmsen-Berne
Meiendorfer Muehlenweg;002a;-6;G;gut;0,713;Farmsen-Berne
Meiendorfer Muehlenweg;8;-40;G;gut;1,767;Farmsen-Berne
Meiendorfer Muehlenweg;19;-27;U;gut;1,614;Farmsen-Berne
Meiendorfer Muehlenweg;35;-127;U;gut;2,715;Farmsen-Berne
Meiendorfer Muehlenweg;42;-46;G;gut;1,945;Farmsen-Berne
Meiendorfer Muehlenweg;104;-104;G;gut;1,261;Farmsen-Berne
Meiendorfer Muehlenweg;106;-108;G;gut;1,579;Farmsen-Berne
Meiendorfer Muehlenweg;110;-148;G;gut;2,156;Farmsen-Berne
Meiendorfer Muehlenweg;131;-149;U;gut;2,03;Farmsen-Berne
Meiendorfer Rund;1;-17;U;gut;5,04;Rahlstedt
Meiendorfer Rund;2;-56;G;gut;5,193;Rahlstedt
Meiendorfer Rund;19;-53;U;gut;5,02;Rahlstedt
Meiendorfer Rund;55;-65;U;gut;5,633;Rahlstedt
Meiendorfer Stieg;1;-19;S;normal;-1,431;Farmsen-Berne
Meiendorfer Strasse;2;-26;G;normal;-1,278;Rahlstedt
Meiendorfer Strasse;3;-63;U;normal;-4,356;Rahlstedt
Meiendorfer Strasse;32;-38;G;normal;-0,612;Rahlstedt
Meiendorfer Strasse;44;-52;G;normal;-0,695;Rahlstedt
Meiendorfer Strasse;056a;-86;G;gut;0,703;Rahlstedt
Meiendorfer Strasse;65;-   079f;U;normal;-3,325;Rahlstedt
Meiendorfer Strasse;81;-93;U;normal;-0,629;Rahlstedt
Meiendorfer Strasse;88;-100;G;gut;0,297;Rahlstedt
Meiendorfer Strasse;95;-115;U;gut;-0,206;Rahlstedt
Meiendorfer Strasse;102;-102;G;gut;0,733;Rahlstedt
Meiendorfer Strasse;106;-194;G;gut;2,074;Rahlstedt
Meiendorfer Strasse;119;-123;U;gut;0,258;Rahlstedt
Meiendorfer Strasse;168;-174;G;gut;2,429;Rahlstedt
Meiendorfer Strasse;180;-   184b;G;gut;2,126;Rahlstedt
Meiendorfer Strasse;183;-185;U;gut;1,835;Rahlstedt
Meiendorfer Strasse;220;-220;G;gut;4,96;Rahlstedt
Meiendorfer Twiete;1;-9;S;gut;5,202;Rahlstedt
Meiendorfer Weg;1;-43;U;gut;0,893;Volksdorf
Meiendorfer Weg;2;-32;G;gut;2,281;Volksdorf
Meiendorfer Weg;34;-66;G;gut;3,357;Volksdorf
Meiendorfer Weg;49;-77;U;gut;2,159;Volksdorf
Meiendorfer Weg;68;-70;G;gut;4,305;Volksdorf
Meiendorfer Weg;79;-89;U;gut;2,768;Volksdorf
Meiendorfer Weg;124a;-   128b;G;gut;3,816;Volksdorf
Meienredder;033b;-35;U;gut;5,657;Volksdorf
Meilerstrasse;1;-17;U;normal;-6,346;Farmsen-Berne
Meilerstrasse;19;-41;U;normal;-6,519;Farmsen-Berne
Meilskamp;2;-26;G;normal;-1,179;Farmsen-Berne
Meilskamp;11;-53;U;normal;-2,639;Farmsen-Berne
Meilskamp;28;-56;G;normal;-1,241;Farmsen-Berne
Meinertstrasse;1;-33;U;gut;0,825;Sasel
Meinertstrasse;2;-44;G;gut;0,913;Sasel
Meinshofstieg;1;-14;S;normal;-0,759;Marmstorf
Meisenstrasse;2;-4;G;normal;-9,884;Barmbek-Nord
Meisenstrasse;6;-14;G;normal;-9,961;Barmbek-Nord
Meisenstrasse;013a;-25;U;normal;-10,106;Barmbek-Nord
Meisenstrasse;16;-22;G;normal;-10,014;Barmbek-Nord
Meisenstrasse;28;-30;G;normal;-10,704;Barmbek-Nord
Meissnerstrasse;001a;-   017b;U;normal;-2,955;Eimsbuettel
Meissnerstrasse;002a;-   002b;G;normal;-3,259;Eimsbuettel
Meissnerstrasse;24;-36;G;normal;-2,354;Eimsbuettel
Meister-Bertram-Strasse;2;-2;G;normal;-5,687;Barmbek-Nord
Meister-Bertram-Strasse;4;-6;G;normal;-7,461;Barmbek-Nord
Meister-Bertram-Strasse;7;-29;U;normal;-4,95;Barmbek-Nord
Meister-Bertram-Strasse;12;-16;G;normal;-7,594;Barmbek-Nord
Meister-Francke-Strasse;1;-5;U;normal;-5,998;Barmbek-Nord
Meister-Francke-Strasse;6;-12;G;normal;-6,188;Barmbek-Nord
Meister-Francke-Strasse;7;-15;U;normal;-6,19;Barmbek-Nord
Meister-Francke-Strasse;16;-32;G;normal;-7,961;Barmbek-Nord
Meister-Francke-Strasse;17;-29;U;normal;-7,851;Barmbek-Nord
Meister-Francke-Strasse;31;-39;U;normal;-7,949;Barmbek-Nord
Meistersingerweg;1;-11;U;gut;5,977;Rissen
Meistersingerweg;2;-14;G;gut;6,142;Rissen
Meistersingerweg;16;-20;G;gut;7,06;Rissen
Meistertwiete;1;-10;S;gut;6,34;Othmarschen
Melahnweg;1;-12;S;normal;-1,948;Langenhorn
Melanchthonstrasse;7;-7;U;normal;-5,89;Stellingen
Melanchthonstrasse;8;-8;G;normal;-4,96;Stellingen
Melanchthonstrasse;9;-39;U;normal;-6,034;Stellingen
Melanchthonstrasse;020a;-30;G;normal;-6,071;Stellingen
Meldorfer Strasse;3;-19;U;gut;0,336;Hoheluft-Ost
Meldorfer Strasse;4;-22;G;gut;0,215;Hoheluft-Ost
Melhopweg;1;-21;U;gut;3,165;Wohldorf-Ohlstedt
Melhopweg;2;-28;G;gut;2,603;Wohldorf-Ohlstedt
Melhopweg;33;-33;U;gut;4,932;Wohldorf-Ohlstedt
Melissenweg;1;-51;U;gut;2,444;Sasel
Melissenweg;2;-16;G;gut;2,69;Sasel
Melkerstieg;2;-34;G;gut;4,993;Rissen
Melkerstieg;3;-33;U;gut;5,198;Rissen
Melkweg;1;-9;U;gut;-0,298;Farmsen-Berne
Melkweg;2;-12;G;gut;-0,483;Farmsen-Berne
Mellande;1;-31;U;gut;1,758;Sasel
Mellande;2;-16;G;gut;1,782;Sasel
Mellande;20;-32;G;gut;1,834;Sasel
Mellande;031a;-49;U;gut;2,131;Sasel
Mellande;34;-56;G;gut;2,131;Sasel
Mellenbergkamp;1;-21;S;gut;3,745;Volksdorf
Mellenbergkamp;16;-23;S;gut;3,525;Volksdorf
Mellenbergstieg;1;-7;U;gut;5,38;Volksdorf
Mellenbergstieg;4;-16;G;gut;5,398;Volksdorf
Mellenbergweg;1;-7;U;gut;5,991;Volksdorf
Mellenbergweg;9;-37;U;gut;6,364;Volksdorf
Mellenbergweg;39;-41;U;gut;6,412;Volksdorf
Mellenbergweg;45;-59;U;gut;6,137;Volksdorf
Mellenbergweg;059a;-71;U;gut;5,281;Volksdorf
Mellenbergweg;75;-87;U;gut;5,153;Volksdorf
Mellenbergweg;89;-89;U;gut;5,288;Volksdorf
Mellenbergweg;91;-91;U;gut;5,217;Volksdorf
Mellenbergweg;100;-100;G;gut;5,652;Volksdorf
Mellenbergweg;105;-113;U;gut;3,839;Volksdorf
Mellenbergweg;106;-110;G;gut;3,71;Volksdorf
Mellingburgredder;001a;-   001b;U;gut;3,956;Sasel
Mellingburgredder;2;-8;G;gut;4,313;Sasel
Mellingburgredder;3;-45;U;gut;4,529;Sasel
Mellingburgredder;30;-30;G;gut;4,91;Sasel
Mellmannweg;1;-35;S;normal;-4,593;Wandsbek
Memeler Strasse;1;-7;U;normal;-12,99;Dulsberg
Memeler Strasse;2;-16;G;normal;-13,091;Dulsberg
Memellandallee;14;-24;G;normal;-11,36;Altona-Nord
Menckesallee;9;-31;U;normal;-6,497;Eilbek
Menckesallee;14;-34;G;normal;-7,19;Eilbek
Mendelssohnstrasse;1;-39;U;normal;-4,838;Bahrenfeld
Mendelssohnstrasse;2;-12;G;normal;-4,391;Bahrenfeld
Mendelssohnstrasse;28;-38;G;normal;-4,56;Bahrenfeld
Mendelssohnstrasse;40;-76;G;normal;-2,827;Bahrenfeld
Mendelssohnstrasse;41;-61;U;normal;-2,974;Bahrenfeld
Mendelssohnstrasse;63;-83;U;normal;-3,926;Bahrenfeld
Mendelssohnstrasse;78;-86;G;normal;-5,806;Bahrenfeld
Mendelstrasse;2;-2;G;normal;-7,374;Lohbruegge
Mendelstrasse;7;-11;U;normal;-10,424;Lohbruegge
Mendelstrasse;010a;-   020c;G;normal;-10,267;Lohbruegge
Mendelstrasse;13;-   045c;U;normal;-10,168;Lohbruegge
Mendelstrasse;24;-30;G;normal;-5,638;Lohbruegge
Mendelstrasse;032a;-   034b;G;normal;-5,449;Lohbruegge
Mendelstrasse;51;-69;U;normal;-3,559;Lohbruegge
Mengestrasse;6;-10;G;normal;-16,831;Wilhelmsburg
Mensingstrasse;2;-24;G;normal;-10,311;Wilstorf
Mensingstrasse;3;-15;U;normal;-7,699;Wilstorf
Mensingstrasse;17;-19;U;normal;-10,047;Wilstorf
Mensingstrasse;25;-63;U;normal;-4,502;Wilstorf
Mensingstrasse;26;-50;G;normal;-4,703;Wilstorf
Menzelstrasse;1;-5;U;gut;5,759;Gross Flottbek
Menzelstrasse;2;-8;G;gut;5,78;Gross Flottbek
Menzelstrasse;7;-17;U;gut;3,507;Gross Flottbek
Menzelstrasse;10;-18;G;gut;3,506;Gross Flottbek
Merckelweg;1;-15;U;gut;0,555;Groß Borstel
Merckelweg;2;-20;G;gut;0,591;Groß Borstel
Mergelgrund;1;-1;U;gut;2,76;Sasel
Mergelgrund;2;-2;G;gut;2,716;Sasel
Mergelgrund;3;-11;U;gut;3;Sasel
Mergelgrund;6;-20;G;gut;3,176;Sasel
Mergelgrund;15;-17;U;gut;3,638;Sasel
Mergellstrasse;1;-19;U;normal;-11,986;Harburg
Mergellstrasse;4;-6;G;normal;-12,221;Harburg
Mergellstrasse;8;-20;G;normal;-12,023;Harburg
Mergellstrasse;22;-36;G;normal;-11,578;Harburg
Mergellstrasse;37;-37;U;normal;-11,5;Harburg
Mergenthalerweg;1;-   011f;U;normal;-7,947;Eidelstedt
Mergenthalerweg;2;-2;G;normal;-7,849;Eidelstedt
Meriandamm;001a;-37;U;normal;-4,085;Billstedt
Meriandamm;002a;-   002b;G;normal;-4,232;Billstedt
Meriandamm;002c;-24;G;normal;-3,524;Billstedt
Meriandamm;003a;-23;U;normal;-3,501;Billstedt
Meriandamm;32;-38;G;normal;-4,108;Billstedt
Meridianstrasse;4;-16;G;normal;-6,159;Hamm
Merkatorweg;2;-24;G;normal;-3,729;Billstedt
Merkatorweg;3;-35;U;normal;-3,682;Billstedt
Merkatorweg;26;-34;G;normal;-3,79;Billstedt
Merkatorweg;36;-44;G;normal;-3,723;Billstedt
Merkatorweg;37;-55;S;normal;-3,699;Billstedt
Merkenstrasse;1;-5;U;normal;-9,171;Billstedt
Merkenstrasse;6;-6;G;normal;-9,29;Billstedt
Merkenstrasse;7;-21;U;normal;-8,742;Billstedt
Merkenstrasse;10;-   014c;G;normal;-9,01;Billstedt
Merkenstrasse;27;-49;U;normal;-7,098;Billstedt
Merkenstrasse;30;-48;G;normal;-5,967;Billstedt
Merowingerweg;2;-10;S;normal;-6,323;Rahlstedt
Messberg;1;-1;U;normal;-2,448;Hamburg-Altstadt
Messberg;2;-5;S;normal;-1,826;Hamburg-Altstadt
Mesterbrooksweg;1;-5;U;gut;3,427;Duvenstedt
Mesterbrooksweg;2;-36;G;gut;3,673;Duvenstedt
Mesterbrooksweg;13;-33;U;gut;3,932;Duvenstedt
Mesterfeld;2;-10;G;normal;-6,102;Eidelstedt
Mesterfeld;003a;-   023d;U;normal;-5,902;Eidelstedt
Mesterfeld;12;-18;G;normal;-5,899;Eidelstedt
Mesterfeld;22;-36;G;normal;-5,881;Eidelstedt
Mesterkamp;52;-52;G;normal;-6,281;Barmbek-Sued
Mestorfweg;1;-29;U;normal;-0,983;Suelldorf
Mestorfweg;2;-28;G;normal;-0,795;Suelldorf
Methfesselstrasse;1;-3;U;normal;-7,213;Eimsbuettel
Methfesselstrasse;2;-4;G;normal;-7,398;Eimsbuettel
Methfesselstrasse;6;-18;G;normal;-7,072;Eimsbuettel
Methfesselstrasse;7;-15;U;normal;-6,421;Eimsbuettel
Methfesselstrasse;23;-33;U;normal;-4,873;Eimsbuettel
Methfesselstrasse;24;-34;G;normal;-4,195;Eimsbuettel
Methfesselstrasse;38;-38;G;normal;-4,274;Eimsbuettel
Methfesselstrasse;39;-51;U;normal;-5,364;Eimsbuettel
Methfesselstrasse;44;-52;G;normal;-5,219;Eimsbuettel
Methfesselstrasse;58;-80;G;normal;-4,825;Eimsbuettel
Methfesselstrasse;063a;-   063a;U;normal;-4,06;Eimsbuettel
Methfesselstrasse;65;-67;U;normal;-4,357;Eimsbuettel
Methfesselstrasse;69;-75;U;normal;-4,357;Eimsbuettel
Methfesselstrasse;84;-96;G;normal;-6,334;Eimsbuettel
Methfesselstrasse;100;-102;G;normal;-3,769;Eimsbuettel
Mette-Harden-Strasse;16;-16;G;gut;-0,034;Kirchwerder
Mettlerkampsweg;1;-9;U;normal;-6,356;Hamm
Mettlerkampsweg;2;-54;G;normal;-6,785;Hamm
Mettlerkampsweg;11;-33;U;normal;-7,011;Hamm
Metzenberg;1;-13;U;normal;-11,885;Wilstorf
Metzenberg;2;-24;G;normal;-11,863;Wilstorf
Metzendorfer Weg;1;-9;U;normal;-4,554;Eissendorf
Metzendorfer Weg;2;-84;S;normal;-4,801;Eissendorf
Metzer Strasse;1;-11;U;normal;-10,612;Dulsberg
Metzer Strasse;2;-12;G;normal;-10,576;Dulsberg
Meurerweg;1;-5;U;normal;-14,908;Horn
Meuronstieg;001a;-   003b;U;normal;-3,055;Winterhude
Mewesweg;1;-7;U;normal;-4,442;Finkenwerder
Mewesweg;8;-10;G;normal;-4,422;Finkenwerder
Mexikoring;5;-33;U;normal;-17,108;Winterhude
Mexikoring;22;-22;G;normal;-17,628;Winterhude
Meyerbeerstrasse;2;-26;G;gut;0,591;Rahlstedt
Meyerbeerstrasse;3;-27;U;gut;0,816;Rahlstedt
Meyer-Delius-Platz;2;-5;S;normal;-5,291;Langenhorn
Meyerhofstrasse;1;-19;U;gut;3,642;Osdorf
Meyerhofstrasse;2;-14;G;gut;3,702;Osdorf
Meyermannweg;001a;-15;U;gut;0,477;Lokstedt
Meyermannweg;2;-28;G;gut;0,552;Lokstedt
Meyerstrasse;1;-5;U;normal;-9,938;Heimfeld
Meyerstrasse;4;-16;G;normal;-9,519;Heimfeld
Meyerstrasse;13;-17;U;normal;-9,529;Heimfeld
Meyerstrasse;18;-24;G;normal;-9,56;Heimfeld
Meyerstrasse;19;-23;U;normal;-9,554;Heimfeld
Meyerstrasse;26;-30;G;normal;-9,638;Heimfeld
Meyerstrasse;27;-33;U;normal;-9,648;Heimfeld
Meyerstrasse;033a;-63;U;normal;-9,477;Heimfeld
Meyerstrasse;34;-64;G;normal;-9,557;Heimfeld
Michael-Hering-Weg;002a;-   006d;G;normal;-18,188;Billstedt
Michael-Hering-Weg;003a;-   003d;U;normal;-18,12;Billstedt
Michaelisbruecke;1;-3;U;normal;-8,23;Neustadt
Michaelispassage;2;-8;G;normal;-5,25;Neustadt
Michaelispassage;5;-7;U;normal;-5,467;Neustadt
Michaelisstrasse;2;-18;G;normal;-5,633;Neustadt
Michaelisstrasse;22;-22;G;normal;-4,755;Neustadt
Michael-Pritzl-Weg;2;-70;G;gut;-0,179;Neuallermoehe
Middeltwiete;1;-45;U;normal;-1,891;Langenhorn
Middeltwiete;2;-12;G;normal;-1,995;Langenhorn
Middeltwiete;14;-52;G;normal;-1,951;Langenhorn
Middendorfstrasse;2;-10;G;normal;-7,156;Barmbek-Nord
Milcherstrasse;1;-15;U;gut;3,263;Gross Flottbek
Milcherstrasse;2;-10;G;gut;3,248;Gross Flottbek
Milcherstrasse;12;-16;G;gut;3,283;Gross Flottbek
Milchgrund;001a;-   001d;U;normal;-4,136;Heimfeld
Milchgrund;2;-4;G;normal;-5,274;Heimfeld
Milchgrund;3;-29;U;normal;-3,246;Heimfeld
Milchgrund;8;-14;G;normal;-5,352;Heimfeld
Milchgrund;22;-46;G;normal;-5,712;Heimfeld
Milchgrund;31;-39;U;normal;-3,774;Heimfeld
Milchgrund;41;-   051b;U;normal;-3,824;Heimfeld
Milchgrund;53;-63;U;normal;-4,933;Heimfeld
Milchgrund;64;-78;G;normal;-6,129;Heimfeld
Milchgrund;65;-71;U;normal;-6,052;Heimfeld
Milchgrund;80;-84;G;normal;-11,532;Heimfeld
Milchstrasse;1;-8;S;gut;20,886;Rotherbaum
Milchstrasse;9;-11;S;gut;20,46;Rotherbaum
Milchstrasse;19;-   028b;S;gut;21,27;Rotherbaum
Mildestieg;003a;-   003b;U;normal;-9,287;Barmbek-Nord
Mildestieg;4;-10;G;normal;-9,704;Barmbek-Nord
Mildestieg;11;-23;U;normal;-13,105;Barmbek-Nord
Mildestieg;25;-31;U;normal;-13,018;Barmbek-Nord
Mildestieg;26;-28;G;normal;-13,052;Barmbek-Nord
Milloeckerweg;1;-23;U;gut;3,175;Rahlstedt
Milloeckerweg;4;-28;G;gut;3,221;Rahlstedt
Mimeweg;1;-13;U;gut;5,744;Rissen
Mimeweg;2;-2;G;gut;5,547;Rissen
Mimeweg;12;-12;G;gut;5,905;Rissen
Mindelweg;3;-26;S;gut;2,632;Sasel
Mindermannweg;3;-89;U;gut;2,905;Osdorf
Mindermannweg;4;-50;G;gut;3,118;Osdorf
Minenstrasse;3;-5;U;normal;-8,64;St. Georg
Minnerstieg;2;-12;G;normal;-18,579;Hausbruch
Minnerstieg;5;-13;U;normal;-5,963;Hausbruch
Minnerweg;65;-65;U;normal;-4,498;Hausbruch
Minnerweg;97;-103;U;normal;-3,663;Hausbruch
Minsbekkehre;1;-22;S;gut;1,739;Poppenbuettel
Minsbekweg;1;-67;U;normal;-3,674;Poppenbuettel
Minsbekweg;2;-4;G;gut;2,095;Poppenbuettel
Minsbekweg;6;-42;G;gut;2,219;Poppenbuettel
Mirabellenweg;1;-9;U;gut;-0,019;Bramfeld
Mirabellenweg;2;-10;G;gut;-0,023;Bramfeld
Mirowstrasse;1;-13;U;normal;-3,295;Barmbek-Sued
Mirowstrasse;2;-16;G;normal;-3,298;Barmbek-Sued
Mispelstieg;2;-19;S;normal;-12,074;Bramfeld
Mispelweg;002a;-24;G;normal;-11,796;Bramfeld
Mispelweg;3;-25;U;normal;-11,84;Bramfeld
Missundestrasse;1;-17;U;normal;-6,859;Altona-Nord
Missundestrasse;2;-24;G;normal;-6,974;Altona-Nord
Missundestrasse;25;-35;U;normal;-7,012;Altona-Nord
Missundestrasse;30;-50;G;normal;-7,132;Altona-Nord
Mistralstrasse;2;-8;G;normal;-4,623;Altona-Altstadt
Mistralstrasse;007a;-9;U;normal;-3,895;Altona-Altstadt
Mittelhoevel;1;-3;U;normal;-14,272;Wilhelmsburg
Mittelhoevel;2;-28;G;normal;-13,99;Wilhelmsburg
Mittelhoevel;002c;-   002e;G;normal;-14,271;Wilhelmsburg
Mittelhoevel;5;-19;U;normal;-14,102;Wilhelmsburg
Mittelkamp;2;-14;S;gut;0,477;Marienthal
Mittelkamp;13;-25;U;gut;-0,058;Marienthal
Mittelkamp;16;-30;G;gut;-0,22;Marienthal
Mittelkamp;29;-48;S;normal;-6,534;Marienthal
Mittelstieg;28;-34;G;normal;-5,235;Eidelstedt
Mitteltreppe;1;-11;U;gut;8,727;Blankenese
Mitteltreppe;2;-6;G;gut;8,952;Blankenese
Mittelweg;009a;-15;S;gut;9,577;Rotherbaum
Mittelweg;19;-27;S;gut;13,615;Rotherbaum
Mittelweg;29;-   041c;S;gut;13,919;Rotherbaum
Mittelweg;43;-49;S;gut;10,829;Rotherbaum
Mittelweg;56;-69;S;gut;11,938;Rotherbaum
Mittelweg;82;-87;S;gut;12,316;Rotherbaum
Mittelweg;89;-101;S;gut;12,485;Rotherbaum
Mittelweg;104a;-114;S;gut;10,952;Rotherbaum
Mittelweg;115b;-117;S;gut;14,397;Rotherbaum
Mittelweg;118;-121;S;gut;10,744;Rotherbaum
Mittelweg;124;-126;S;gut;15,058;Rotherbaum
Mittelweg;130;-138;G;gut;9,856;Rotherbaum
Mittelweg;140;-151;S;gut;15,495;Rotherbaum
Mittelweg;152;-160;S;gut;15,644;Rotherbaum
Mittelweg;162;-167;S;gut;13,419;Rotherbaum
Mittelweg;169;-175;S;gut;14,159;Rotherbaum
Mittelweg;185;-185;U;gut;10,314;Rotherbaum
Mittlerer Landweg;1;-51;U;gut;1,125;Allermoehe
Mittlerer Landweg;6;-42;G;gut;2,091;Allermoehe
Mittlerer Landweg;63;-104;S;normal;-3,112;Allermoehe
Mittlerer Landweg;065a;-85;U;normal;-0,989;Allermoehe
Mittlerer Landweg;101;-253;U;normal;-1,798;Allermoehe
Mittlerer Landweg;114;-232;G;normal;-1,948;Allermoehe
Modersohnstrasse;2;-4;G;normal;-5,133;Wilhelmsburg
Modersohnstrasse;3;-25;S;normal;-5,178;Wilhelmsburg
Modersohnstrasse;6;-14;G;normal;-5,231;Wilhelmsburg
Moehlendannen;2;-46;G;gut;3,595;Wellingsbuettel
Moehlendannen;7;-53;U;gut;3,609;Wellingsbuettel
Moehlendannen;50;-50;G;gut;3,77;Wellingsbuettel
Moehlenhoff;1;-4;S;normal;-2,912;Wilhelmsburg
Mohlenhofstrasse;1;-7;U;normal;-2,772;Hamburg-Altstadt
Mohlenhofstrasse;2;-10;G;normal;-3,148;Hamburg-Altstadt
Moehlenort;2;-18;G;normal;-5,658;Eidelstedt
Moehlenort;3;-17;U;normal;-5,668;Eidelstedt
Moehlenort;30;-30;G;normal;-6,44;Eidelstedt
Moehlmannweg;1;-5;U;gut;6,987;Blankenese
Moehlmannweg;2;-6;G;gut;6,974;Blankenese
Moehlsteenpadd;1;-22;S;normal;-4,041;Wilhelmsburg
Mohnblumenweg;1;-21;U;gut;2,949;Sasel
Mohnblumenweg;2;-12;G;gut;3,043;Sasel
Mohnhof;3;-3;U;normal;-1,378;Bergedorf
Mohnhof;4;-12;G;normal;-2,109;Bergedorf
Mohnhof;19;-21;U;normal;-4,838;Bergedorf
Mohnstieg;1;-15;U;normal;-1,64;Osdorf
Mohnstieg;2;-20;G;normal;-1,538;Osdorf
Moisburger Hang;2;-14;G;gut;0,599;Neugraben-Fischbek
Moisburger Stieg;1;-5;S;gut;1,061;Neugraben-Fischbek
Moisburger Weg;1;-37;U;gut;0,424;Neugraben-Fischbek
Moisburger Weg;2;-14;G;gut;0,328;Neugraben-Fischbek
Moisburger Weg;45;-49;U;gut;1,281;Neugraben-Fischbek
Mokrystrasse;1;-7;U;normal;-20,525;Wilhelmsburg
Mokrystrasse;2;-8;G;normal;-20,563;Wilhelmsburg
Mokrystrasse;11;-13;U;normal;-20,576;Wilhelmsburg
Mokrystrasse;15;-17;U;normal;-21,344;Wilhelmsburg
Moldauweg;1;-11;U;normal;-1,533;Wilhelmsburg
Moldauweg;2;-34;G;normal;-1,763;Wilhelmsburg
Moldauweg;13;-37;U;normal;-1,69;Wilhelmsburg
Moelenwisch;1;-   022b;S;normal;-0,889;Niendorf
Molkenbuhrstrasse;9;-19;U;normal;-6,9;Stellingen
Molkenbuhrstrasse;10;-22;G;normal;-7,318;Stellingen
